timestamp,block_height,size,fees,price,num_txs,weight
1541693769,549280,1260428,0.3677781200000005,6419.072448,2887,3992759
1541693832,549281,1189147,0.18336502999999915,6422.368863000001,2158,3993328
1541695806,549284,1224391,0.2407517499999993,6419.99,2736,3993142
1541697181,549288,1185414,0.2406577999999993,6421.246193999999,2586,3993036
1541697610,549289,1145215,0.1266795700000003,6412.335479,2537,3993019
1541709244,549303,1270159,0.10708177000000063,6425.08002,2758,3993148
1541712310,549305,1345433,0.2785551900000005,6423.259795,2835,3993071
1541712619,549306,1197655,0.1639076199999998,6422.224419,2655,3993226
1541715733,549312,1228364,0.20815750000000044,6420.423132,2984,3993155
1541716333,549313,1442795,0.14174412000000025,6428.618458,2081,3993041
1541727967,549327,1128547,0.08135049999999923,6405.06,2997,3993076
1541728871,549329,1197108,0.09397854999999923,6407.590115999999,2692,3998283
1541730491,549330,1249191,0.3164750200000004,6409.516195,2979,3993264
1541731685,549333,134907,0.022756989999999533,6399.923649,355,407856
1541733790,549340,712550,0.06652674000000047,6393.9086130000005,1292,2419976
1541736018,549341,1314840,0.3157001400000006,6400.414629999999,3035,3993096
1541741590,549351,787573,0.030581489999999437,6396.07,1519,2921911
1541743508,549354,1124165,0.17344920999999935,6405.77,2052,3993338
1541748196,549359,1356666,0.1102230500000001,6401.063667,1482,3992985
1541751429,549363,1121556,0.14828368000000047,6409.996362,1620,3992553
1541751780,549364,1094574,0.10468797000000052,6407.192776,2115,3993054
1541752274,549365,1225962,0.14809681999999924,6409.952744,1933,3992700
1541755862,549367,1219286,0.3653585800000005,6383.35,2813,3993125
1541762659,549376,1261219,0.1298326999999997,6354.664286,2820,3993214
1541764088,549378,1223314,0.18619941999999945,6353.98,2911,3993376
1541766012,549382,1181076,0.15590865000000065,6356.42,3023,3998454
1541766602,549384,1174398,0.08552429000000039,6354.596677,2176,3993066
1541767097,549385,1236516,0.1269766600000004,6356.897256,2042,3993354
1541767995,549387,1230142,0.10409115000000037,6360.333993,1617,3992938
1541769240,549389,1003641,0.6586697299999997,6351.004375,672,3993024
1541769671,549391,1108707,0.15604317999999928,6363.672584,1816,3993030
1541781912,549405,1281191,0.21290690000000007,6347.431233,2837,3993197
1541782022,549406,1163223,0.13685983000000054,6347.373902,2911,3992712
1541782625,549407,1240605,0.2011385000000008,6346.772104,2789,3992760
1541786705,549416,1024113,0.10441703999999953,6344.76,1171,3993129
1541791574,549427,455722,0.08799860000000059,6334.676647,979,1426891
1541797571,549436,71548,0.014636530000000647,6329.752546,183,226015
1541799432,549438,1265981,0.1049958800000006,6312.615067,2640,3993329
1541806207,549442,1562846,0.2548554000000003,6331.148556,2588,3992939
1541809150,549447,342117,0.0734416600000003,6327.327584000001,962,1084722
1541818567,549459,1046876,0.06002961000000085,6341.908619,1696,3326711
1541819295,549460,1130344,0.17185062999999978,6334.66,2294,3801739
1541823731,549464,1145458,0.5117043900000002,6347.446244,2149,3993091
1541824218,549465,635895,0.07280996000000073,6346.966056,1432,2156781
1541825233,549467,393047,0.03566190999999996,6348.900070000001,890,1343582
1541827816,549469,1297556,0.2819221400000007,6352.0,3088,3993113
1541829077,549471,968421,0.034956409999999494,6356.75,2830,3571587
1541833800,549478,1216573,0.19426645000000065,6353.93,2611,3992995
1541837284,549485,1216223,0.2220464100000008,6364.044971,2546,3998561
1541841612,549489,1209764,0.15062147999999986,6350.33,2864,3992705
1541841843,549490,1089349,0.06911747999999918,6349.053839,3086,3993178
1541843884,549495,633113,0.0575402399999998,6349.998671,1137,2060030
1541844303,549498,288,0.0,6352.76,1,1152
1541844426,549499,312844,0.026242119999999147,6347.504011999999,629,1049626
1541844430,549500,12640,0.0016795700000002967,6347.504011999999,20,40921
1541846177,549506,1209185,0.1309573799999999,6343.306135,2830,3992984
1541852472,549508,1355438,0.24596921000000016,6364.15,2640,3993095
1541860216,549512,1221112,0.2190553400000006,6361.064584000001,2643,3992878
1541861773,549514,1241182,0.1780065000000004,6359.228229,2975,3993196
1541864238,549519,1156507,0.13034078999999998,6360.41,2632,3992989
1541869936,549527,1105410,0.11291261999999945,6367.361122,2126,3992898
1541871910,549529,1296462,0.17030742000000032,6359.7728130000005,3353,3993123
1541874183,549532,1074356,0.1119589199999993,6355.003382,1638,3993053
1541876282,549535,1081745,0.0859133399999994,6352.18,2628,3993281
1541877075,549536,1224231,0.1741297399999997,6357.05151,2992,3992748
1541878750,549541,1413770,0.07375932000000063,6357.82,1474,3993092
1541880009,549544,1179283,0.07621482000000057,6359.31,2491,3998560
1541883963,549551,1271944,0.13242203000000075,6363.4,2965,3993169
1541885227,549553,1130975,0.07879140000000008,6362.917771,1923,3993074
1541886121,549557,612158,0.06644990999999932,6367.76,1261,2093714
1541887741,549561,469908,0.04580767999999935,6362.52,949,1563384
1541888828,549563,1132026,0.08636485999999978,6363.399665,2317,3969738
1541890028,549567,1211943,0.13898028999999926,6364.606729,2480,3993072
1541890278,549568,325922,0.025663160000000573,6358.9,604,1158542
1541891167,549570,73145,0.003288769999999275,6364.79,74,282866
1541892365,549572,1034102,0.0923056399999993,6347.995978,1887,3408497
1541893020,549574,841020,0.08227772000000044,6351.040058,1593,2762841
1541902501,549594,179701,0.022703990000000118,6358.79,335,508678
1541908032,549597,1209977,0.10167393999999952,6343.03,3242,3992798
1541910064,549601,826113,0.049017810000000495,6350.19,1290,3096006
1541911204,549602,1140265,0.14965993000000033,6350.2,2639,3992971
1541911754,549603,310919,0.05317254000000027,6350.2,651,1037663
1541911992,549604,1103705,0.08365616999999936,6350.2,1638,3992819
1541913857,549607,1142571,0.11719805000000072,6349.390171,2894,3993048
1541914446,549608,1017430,0.09449324000000026,6356.9,1827,3690544
1541919244,549614,1088664,0.08710555999999947,6361.37,1775,3993063
1541925002,549623,1100890,0.04150109999999962,6358.472085,1827,3993286
1541926630,549626,1012009,0.07753718999999926,6364.830221,1406,3552298
1541931257,549634,889703,0.08368886999999957,6340.24,1609,2933192
1541934723,549639,1191468,0.0866865299999997,6345.999368,2948,3993249
1541935636,549640,1197432,0.14831342999999994,6346.12,2523,3993000
1541935756,549641,1188895,0.07793533000000075,6352.38152,1305,3993187
1541937431,549645,1102748,0.04810776999999966,6337.3238280000005,2021,3993188
1541937852,549646,1109343,0.0969742,6339.990795000001,1502,3993135
1541938099,549647,172414,0.04682807000000011,6345.259682,390,555628
1541938452,549648,934270,0.06368276999999978,6336.657864,1542,3105475
1541939227,549652,216040,0.02180186999999912,6338.407133,468,744547
1541940067,549654,1211935,0.07978546999999914,6344.46,1994,3967624
1541943010,549657,1150332,0.26974335999999965,6340.34,2053,3993240
1541943258,549659,1039039,0.11501623000000015,6340.01,1236,3998392
1541946192,549663,1168967,0.12034245000000075,6336.15,2694,3993302
1541946307,549664,1146386,0.0540547500000006,6333.642752000001,1715,3993251
1541947512,549667,829923,0.025296550000000195,6342.38,1366,2983254
1541947628,549668,191702,0.01767989999999919,6342.38,430,619037
1541947807,549669,432211,0.0346434500000008,6342.38,736,1355458
1541949187,549670,1201088,0.22267869999999945,6330.283317,2405,3993245
1541950270,549671,1221027,0.17762227000000053,6329.648581,2694,3794172
1541950868,549672,1219317,0.12863390999999955,6280.665489,3135,3992997
1541950926,549673,1092708,0.027828619999999304,6283.7406200000005,1888,3992811
1541951538,549674,1276650,0.13650778999999955,6301.718836999999,2521,3993213
1541952433,549676,569042,0.037154040000000776,6313.953210000001,923,1793720
1541953149,549678,286450,0.058324989999999126,6312.235822,685,940906
1541955366,549683,875915,0.07210959000000018,6309.741494,1321,3011630
1541955542,549684,381431,0.06726104,6306.7650490000005,682,1302314
1541955610,549685,192798,0.03951816000000008,6307.53,284,648543
1541959998,549690,1180037,0.17324772999999993,6314.959214,2188,3998480
1541960170,549691,1079167,0.03831907000000001,6313.509443999999,2001,3992803
1541963470,549694,1246419,0.1541546199999999,6329.446614,3175,3993045
1541963835,549695,1131718,0.08279734999999988,6329.93,2694,3992851
1541963941,549696,1035912,0.024496340000000668,6329.93,822,3993144
1541965396,549698,1220451,0.15022221999999985,6329.456432,2889,3993183
1541965515,549699,88582,0.012779059999999731,6325.4508590000005,214,274855
1541967306,549703,1194034,0.10729483999999978,6326.97,2650,3993169
1541967365,549704,249873,0.008919540000000836,6326.973015,227,950532
1541971081,549708,1153724,0.0623133100000004,6330.0,2941,3992924
1541971745,549710,411424,0.046246079999999516,6328.111694,1064,1299790
1541973796,549714,1148850,0.10593663000000042,6315.871142,1982,3993006
1541977625,549720,395540,0.07450148999999939,6314.33,1027,1238474
1541979604,549721,1281962,0.18553031000000075,6328.125634,3475,3992981
1541981822,549723,1478174,0.07380215000000058,6379.646306000001,2518,3993248
1541986685,549728,1191696,0.1467544200000006,6373.892667,2958,3992895
1541989092,549731,1221822,0.04712304000000067,6368.05,2138,3998403
1541989741,549732,1177396,0.11113763,6366.050206,3062,3998152
1541993530,549739,1165079,0.1649782000000002,6365.19,2816,3993026
1541993885,549741,870138,0.03055703000000065,6365.2776539999995,1063,3239682
1541997679,549745,1194378,0.19199895999999936,6371.18,3207,3992742
1542000244,549749,1145417,0.04218967000000085,6370.129571,3116,3993206
1542004328,549755,1226016,0.15225897999999916,6367.25721,2932,3998253
1542005768,549757,227529,0.0105386799999998,6354.600839,348,853605
1542006553,549760,1109190,0.03030709999999992,6361.400665,1073,3992865
1542008177,549761,1193172,0.27957748999999943,6349.02,2574,3992874
1542010569,549764,1186542,0.09067901000000056,6340.301687,2614,3993348
1542011285,549765,1255596,0.13582712999999913,6350.12,2312,3993072
